   age      spacing  sibs    time   status
  27.1       656      1       449      0
  19.7      2225      3       476      0
  20.8       952      4      1388      0
  22.1       960      2       455      0
  18.2      2291      1       835      0
  19.7      1052      1      1734      0
  26.1       943      4       352      0
  22.2       625      1       871      0
  26.8       846      3       214      0
  21.9      1088      4      1270      0
  24.8      1052      4      1018      0
  21.7      1079      1       861      0
  21.8      1502      4       298      0
  24.4      1205      2       618      0
  22.9       956      1       408      0
  19.3      1796      2      1263      0
  26.5       497      4       319      0
  23.7      1051      2       488      0
  24.1       904      2       692      0
  24.1       649      4       197      0
  22.1      1143      1       640      0
  23.4      1519      3       407      0
  25.4       369      3       760      1
  24.3      1467      1       232      0
  24.6      1262      4       649      0
  25.1      1259      2       564      0
  23.3      2381      2       242      0
  24.6      1030      1       204      0
  24.8      1061      2       708      0
  19.5      1935      3       893      0
  25.0      1237      4       682      0
  26.1       358      3       855      0
  22.6       867      2       681      1
  25.1       813      1       551      1
  28.2       674      4        32      0
  27.5       765      2       223      0
  23.5      1132      3      1342      0
  20.6      1180      2      1418      0
  20.7      1613      1      1115      1
  26.0       858      3       408      0
  24.4       876      2       886      0
  22.7      1165      4      1292      1
  22.8      2341      2       102      0
  22.3       615      4       829      1
  24.8       588      3      1073      0
  23.9      1846      2        50      0
  22.3       889      3       932      0
  21.4      1211      1       478      0
  24.4      1697      1       205      0
  22.4       849      1       665      0
  25.9      1163      4        76      0
  23.3       893      3       701      0
  23.2       699      3      1451      0
  22.8       781      1      1424      1
  23.8      1492      3       847      0
  23.6      1753      1       107      0
  21.8       897      3       996      1
  23.6       735      1        76      0
  25.3       523      4       361      0
  26.5       856      4       547      0
  20.4      1950      3      1739      0
  21.0       946      2      1887      0
  21.1      1361      1       742      0
  20.7       929      3      1463      0
  22.8       519      4       915      0
  20.8      1697      4       889      0
  24.2       595      3      1723      0
  23.4       876      4      1262      0
  20.0      1510      2        60      0
  24.3       385      1       466      0
  22.5      1155      3       468      1
  25.7       949      4       135      0
  24.4       368      2       425      0
  20.7      1424      1      1290      0
  18.8      1031      1      1192      0
  23.4      1065      4      1467      0
  24.9      1101      3       312      0
  21.4      1183      2      1204      0
  24.7       619      4       835      1
  24.5       977      3       675      0
  23.9       749      3       584      0
  17.8      1326      3       144      0
  27.2       717      4       146      0
  23.2       499      1       226      0
  26.4       465      2       504      0
  26.2      1050      3       341      0
  22.9      1151      4      1444      0
  24.9       464      4      1137      0
  23.7       707      3      1555      0
  20.8      1505      3      1493      0
  25.7       744      4       487      0
  24.2      1145      2      1141      0
  22.3      1035      3       253      0
  21.9      1162      2       487      0
  25.0       465      1       179      0
  24.1      1154      1       788      0
  23.0      1822      2       783      0
  22.9      1318      4      1193      0
  19.3       911      3       993      1
  25.4      1163      3       576      0
  27.3       776      3       274      0
  25.3      1060      3       109      0
  26.3       663      3        93      0
  22.8       695      4       186      0
  22.1       738      4       446      0
  23.0       666      2       587      1
  21.6      1741      3       974      0
  22.3       673      3      1724      0
  22.5       626      2       585      1
  22.2       685      4      1025      0
  21.1      1351      4      1036      0
  20.3      2622      1        92      0
  26.2       611      1       677      0
  21.4      1048      4      1157      0
  21.8       850      1      1711      0
  20.5      1119      4       651      1
  20.6      1292      3      1154      0
  24.2      2038      4       100      0
  21.3      1400      2       542      0
  21.4      1379      2       582      0
  24.0       596      1        81      0
  23.8       624      1       811      0
  24.8       817      3       128      0
  23.5       575      1      1091      0
  25.2       878      2       635      0
  18.5      1998      3      1598      0
  19.2       957      4      1330      1
  22.6      1038      3       457      0
  26.2      1003      1       249      0
  23.5      1050      2      1095      0
  24.6       784      3       522      0
  26.1       593      4       281      0
  24.9       632      1       342      0
  21.7       866      1      1481      0
  24.7      1062      3       591      0
  24.0      1128      4       138      0
  20.8       828      1      1190      0
  22.7       863      1       618      0
  21.9       731      4       317      0
  23.4      1286      1        96      0
  22.9      1315      4       688      0
  23.3      1306      2       356      0
  26.1       826      1       176      0
  23.5       798      3      1527      0
  26.3       967      2       413      0
  24.8       983      1        89      0
  26.2       581      4       817      0
  22.7      2263      2       307      0
  26.7       507      2       477      0
  26.0      1167      4       290      0
  19.6      1023      4      1893      0
  21.9      1664      2      1390      0
  23.3       832      4      1099      0
  22.8      1411      1       510      0
  24.2      1287      4       772      0
  27.8       556      2       177      0
  20.1       465      1      1398      0
  23.0       913      2      1457      0
  23.0      1724      4       143      0
  24.3       738      4       757      0
  25.6       887      1       654      0
  24.1      1140      1       262      0
  26.3       823      2       277      0
  22.2      1136      4      1864      0
  24.3       768      4      1035      0
  22.3       700      4      1236      0
  23.2       696      4      1096      0
  26.1       517      3       351      0
  25.6       630      1       280      0
  24.1       633      4      1027      0
  24.6       517      4       409      0
  22.7       718      2      1411      1
  26.8       650      3       582      0
  19.6      2565      3        25      0
  22.5      1627      1        80      0
  20.7       870      3      2410      0
  21.9      1701      1      1301      0
  22.8      1762      3       247      0
  22.0       997      3       373      0
  23.4       756      2      1423      0
  25.0      1873      4       147      0
  21.9      1643      4       752      0
  23.3      1276      3        92      0
  26.0       928      1       272      0
  24.9      1607      1        28      0
  25.1       755      1       401      0
  25.9       778      1        37      0
  23.4      1072      4       867      0
  24.5       942      4      1142      0
  24.2       960      1       148      0
  21.0      1330      1      1143      0
  24.1       664      3       532      0
  26.1       865      1       468      0
  25.5       628      3       973      1
  25.2       810      1       291      0
  19.0      1265      3      1197      0
  26.0       805      4       274      0
  21.0       824      3      1208      1
  21.2      1320      2       178      0
  21.8      2563      3       172      0
  22.2       846      2      1837      0
  26.5       483      1        59      0
  21.5       741      1      2056      0
  22.9       660      4      1639      0
  22.4      2144      4        99      0
  24.2      1482      3       335      0
  24.5       814      1      1046      0
  24.1       741      1       514      0
  19.4      1329      2       654      1
  23.2      1030      2       724      0
  24.7      1345      1       279      0
  25.7       947      3       560      0
  23.6       934      4       323      0
  27.2       691      2        76      0
  23.4      1527      4       413      0
  24.4       493      3      1430      0
  22.5      1316      1       783      1
  21.4      1165      1      1508      0
  23.8      1625      1       432      0
  24.0       883      1      1414      0
  25.0      1111      4       701      0
  20.4       793      3      2202      1
  25.2      1112      1       512      0
  22.1      1555      3      1163      0
  22.1       661      2       686      0
  22.8      1804      1       739      0
  21.7       751      3      1572      0
  24.5       730      4       871      0
  19.4       628      4      1607      0
  21.4      1470      4       913      0
  24.4      1052      2       275      0
  24.5       868      4       987      0
  22.4      1497      1       610      1
  20.7       739      3      1891      1
  26.1       550      4       284      0
  23.7      1458      4       174      0
  21.7      1242      3       724      0
  21.8       667      1      1683      0
  25.6       750      4       590      0
  22.0      1225      2      1198      0
  22.6      1261      1       567      1
  23.6      1153      1       657      0
  20.8       973      3      1430      0
  26.1       543      2       878      0
  24.1      1082      4       631      0
  22.9      1267      4       689      0
  25.0       892      4       440      0
  24.5       880      4       817      0
  22.3      1171      4       378      0
  20.8       674      3      1314      0
  22.3      1369      3       542      1
  26.0       756      1       223      0
  23.7       368      2      1428      0
  22.5       570      4      1380      1
  21.5       598      2      1454      0
  19.5       490      4      1142      0
  19.8       981      2       853      0
  23.4       838      2      1022      0
  21.3      1016      1       713      0
  20.3       676      4      1353      0
  23.9      1849      2        24      0
  23.4      1398      4       458      0
  21.9       589      4      1740      0
  20.9       967      3       941      1
  25.3       990      3        63      0
  24.3       914      1      1269      0
  22.6       564      2      1117      0
  25.7       481      2       558      0
  25.1      1317      2       224      0
  21.9       977      1       423      0
  20.5       849      4      1669      0
  20.2      1129      3      1300      0
  22.3       986      3      1215      0
  22.8       469      3       830      0
  24.0      1730      3        80      0
  24.6      1169      3       198      0
  26.3       957      3        43      0
  19.3      1494      4      1200      0
  21.6       401      2      1578      1
  26.2       245      1       618      0
  21.5      1678      4       236      0
  23.3       703      1      1332      1
  20.5       850      3       681      0
  23.1      1973      3       509      0
  23.8      1187      2      1112      0
  23.3       799      4      1250      0
  24.7       834      1       188      0
  23.5       522      2       438      0
  20.2      2475      4        35      0
  26.6       924      2       163      0
  25.5       846      1       622      1
  24.3      1391      2       488      0
  24.0       934      4       717      0
  20.3      1060      1      1437      0
  22.6       638      2      1863      1
  22.1      1112      4       968      0
  23.8      1083      1       301      0
  23.1       733      1      1399      0
  21.2      1528      4       613      1
  23.9       670      4      1494      0
  21.6      1779      3       834      0
  23.1       819      2       903      0
  26.4       708      2        84      0
  22.4       759      2      1413      0
  21.6       917      2      2272      0
  24.9      1128      4       413      0
  23.1       800      4      1051      0
  22.8       582      4      1359      1
  20.3       852      2      1135      0
  23.7       610      2       799      0
  20.8      1156      1      1329      0
  22.3       644      1      1705      0
  23.8       639      1       465      0
  23.1      1363      3        70      0
  23.9       459      4       422      0
  20.4       853      2      1489      0
  18.9      2120      4       823      0
  17.8       873      3      2262      0
  23.8       501      3       483      1
  18.4      1571      2      2092      0
  26.4       643      3       760      0
  22.0      1016      4       476      0
  23.6       934      3       464      0
  21.7      1181      4      1957      0
  25.5       573      1         4      0
  23.2      1462      3       463      0
  20.3      1253      2      1242      0
  23.8      1461      1       983      0
  19.2      1840      3       600      0
  24.3      1367      1       346      0
  23.5      1118      1       962      0
  21.3      1137      2       890      0
  19.1      2009      2       744      0
  19.9      1035      4       834      0
  23.5       941      3       415      0
  28.4       538      3        16      0
  23.2      2029      4        87      0
  20.0       981      3       865      0
  25.0      1176      4       711      0
  23.6       865      1       493      1
  19.0       522      4      1801      0
  19.8       643      1      1282      1
  20.2       460      1      1802      0
  21.6      1186      2      1156      1
  21.7      1401      4      1070      0
  22.9       951      1       403      0
  24.6       553      1      1482      0
  17.9      2312      2      1256      0
  20.7      1929      3       809      0
  22.6       859      2      1008      0
  25.2       698      2       176      0
  23.8      1003      1        56      0
  24.3      1489      2       304      0
  23.6       739      3      1699      0
  26.7       937      2       298      0
  23.4      1513      2       400      0
  23.8       570      3       864      0
  20.7       935      2      1414      0
  21.6      2107      1       730      0
  20.3      1431      2       457      0
  24.2       632      3       713      0
  23.9       740      2      1191      0
  19.7      1987      2       819      0
  21.5       858      2       717      0
  20.0      1739      1       767      0
  26.6       956      2       217      0
  25.4       731      4       865      0
  23.8      1405      1       444      0
  28.0       718      2        69      0
  21.8       720      4      1381      0
  23.1      1363      4       325      0
  22.0       563      1      1744      1
  24.0       604      3      1611      1
  23.3       767      3      1574      0
  21.5       617      2       611      1
  25.4       708      1      1155      0
  22.2      1203      3      1505      0
  23.2       660      4        24      0
  22.8       615      4       196      0
  21.6      1103      3      1761      0
  24.9      1115      4       310      0
  26.2       573      1       332      0
  20.5      1071      2       182      0
  23.7       938      1       101      0
  24.6       895      4       365      0
  19.2      1050      3      1823      0
  20.8       564      2      1811      0
  23.9      1259      1       483      0
  22.4      1358      1      1597      0
  20.0      1000      3      1155      0
  19.9       769      3      1612      0
  20.1      1595      4      1270      0
  24.0       964      4       808      1
  23.7      1679      4        53      0
  21.3       701      3      1032      0
  22.4       539      2       818      1
  25.6       598      2       771      0
  21.9       676      4      1920      0
  25.2       504      4       465      0
  19.8      1105      4      1110      0
  26.5       933      1       240      0
  23.5      1294      2       876      0
  28.9       403      1       150      0
  21.3      1923      2       109      0
  16.9      1225      1       596      1
  20.6      1418      1       311      0
  24.6       813      1       626      0
  24.4       590      1      1234      0
  24.0      1152      3       444      0
  23.2      1795      3       569      0
  21.1      1539      4        64      0
  26.5       446      2       793      0
  25.0      1044      1       396      0
  22.1      2142      4       372      0
  21.4      1011      1       861      0
  21.9      1144      3       835      1
  19.6      1026      1      1734      1
  21.3       657      1      1200      0
  25.8      1081      1       397      0
  24.2       706      1      1030      0
  25.2       404      2      1032      1
  24.2      1078      4       783      0
  25.9       715      1       126      0
  22.1       956      2      1461      0
  19.4      1619      1       608      0
  22.4       719      3       732      0
  20.2      1016      4       190      0
  22.5      1083      3      1114      0
  23.5       862      4       779      0
  23.9      1084      3       463      0
  22.6      1075      3       386      0
  22.8      1356      1       177      0
  21.5      1454      1       192      0
  26.6       699      1       393      1
  19.8      1865      3       356      0
  22.3       890      2       772      0
  22.7      1264      4       814      0
  24.3      1046      1       709      0
  23.6       996      1       863      0
  24.7       900      2        45      0
  21.0       623      2      1682      0
  25.9       556      4       961      1
  21.3       872      2      1991      0
  18.5       752      2      2186      0
  21.6      1465      2      1224      0
  22.8      1551      3       883      0
  20.7       877      1      2166      0
  23.0       972      1      1360      0
  20.5      1243      4      1776      1
  23.7       447      1      1092      0
  23.7       887      1       802      0
  23.1       592      2      1721      0
  26.8       952      4        98      0
  23.3      1160      2      1053      0
  22.8       602      1      1219      0
  23.4      1327      3       780      0
  24.7      1854      1        17      0
  26.9       650      3        30      0
  21.6       647      4       899      0
  24.2      1731      1       472      0
  22.7       965      4       480      0
  20.8      1170      2       599      0
  23.0      1799      3       708      1
  26.8       933      3       315      0
  20.7       643      1       572      1
  23.4         0      1      1187      0
  24.4      1041      1       338      0
  20.7       883      1      1564      0
  23.7       639      3      1505      0
  22.4      1076      4       448      0
  23.6       667      1       899      0
  20.4       854      2      1959      0
  21.7      1178      3       589      0
  19.4       739      4      1872      0
  25.3       797      4       644      0
  24.4      1077      1      1023      0
  23.3       939      1       974      0
  23.0       648      2       738      0
  25.7       641      2       312      0
  24.2       922      3      1101      0
  22.2      1120      3       594      0
  26.3       675      1       618      0
  24.3      1010      4       196      0
  24.7      1314      3       550      0
  20.3      2599      3        19      0
  26.9       828      1       132      0
  22.3      1564      3       404      0
  20.1      1133      1      1148      0
  21.3       825      3      1270      0
  21.3       475      2       401      0
  25.7       786      2       155      0
  19.7       852      3      1185      1
  25.6       767      3       561      0
  24.4       827      2       273      0
  23.1      1097      2       294      0
  22.5       871      1      1324      0
  20.6      1651      2       850      0
  18.0      1934      3      1175      0
  22.5      1347      4       541      0
  20.0      1069      3      1849      0
  23.4      1093      4       929      0
  22.9      1673      1       227      0
  26.9       969      4       356      0
  23.4       956      1      1076      0
  23.0      1266      4       126      0
  21.9      1017      1       568      1
  25.6      1046      1       575      0
  25.9       896      3       287      0
  24.2       820      1       314      0
  19.9       899      3      1645      1
  23.3       771      1       289      0
  22.5      1209      3       841      0
  23.0      1757      4       598      0
  19.9       864      1      2271      0
  24.5      1131      3       208      0
  20.9      1354      3       753      0
  24.0      1128      3       384      0
  21.8      1143      3       994      0
  22.5      1949      2       371      0
  23.0       865      2       676      0
  22.5       902      3      1388      0
  21.3       788      3       523      0
  21.8       957      2      1693      0
  24.1      1008      2       490      0
  22.9      1180      4       381      0
  24.9       954      2      1042      0
  27.1       714      3       263      0
  22.3       736      4       130      0
  27.8       399      4       482      0
  26.2      1360      2       159      0
  21.3       585      2       313      0
  25.6       696      3       436      0
  23.2       914      2       521      0
  19.2       558      4      1241      1
  24.1       509      4       674      1
  25.7       922      4       437      0
  23.6      1211      4       621      1
  23.3      1827      3        26      0
  24.0      1295      3       133      0
  20.6       666      3      2197      0
  21.8      1230      3       855      0
  22.2      1263      4        28      0
  22.7       471      3      1272      1
  24.8       759      1       528      0
  25.1       443      4       862      0
  21.4       880      2      1576      0
  22.8       942      2      1227      0
  25.8       891      2        56      0
  23.6      1929      3        13      0
  23.1      1337      2       647      0
  24.1      1330      1       162      0
  23.5       678      1       865      0
  19.3       703      2      1088      0
  25.4       588      3       136      0
  21.0       664      3      2270      0
  25.8       914      4        73      0
  23.7       793      4       202      0
  24.1      1014      4       390      0
  25.1       941      2       993      0
  24.9      1050      2       681      0
  20.1       986      2       444      0
  23.7      1268      4       743      0
  24.3      1289      1       784      1
  23.5      1143      3       955      0
  21.7      1888      1       391      0
  22.0      1288      1       528      0
  21.3       791      3       454      1
  23.5       463      2      1719      0
  23.8      1079      3      1004      0
  20.7      1228      4      1703      0
  26.0       948      2       241      0
  21.8      1012      2      1083      1
  23.5      1138      3       833      0
  22.8       675      3      1917      0
  25.7       732      1        35      0
  24.0       344      4      2034      0
  20.6       663      2      2142      0
  23.3       582      1      1652      1
  20.6       987      4      1228      0
  26.3      1062      1       437      0
  21.7       691      1       506      1
  23.4      2343      3       107      0
  27.0       578      1       377      0
  27.4       903      3        48      0
  23.2      1219      1      1129      0
  24.2      1264      4       186      0
  22.4      1291      1      1235      0
  25.2       723      1       883      0
  25.1      1291      2        13      0
  26.6       602      1       235      0
  22.0       549      3       397      0
  20.3      1031      4       954      1
  27.2       791      1        15      0
  22.2      1652      1       514      1
  25.6       595      2       321      0
  20.7      1161      4      1250      0
  22.7      1044      3       114      0
  23.9      1396      3        67      0
  23.6       967      1       775      0
  23.5      1013      1       695      0
  25.2       849      1       119      0
  24.0       826      2       623      0
  22.6       338      1      1994      0
  25.4       797      4       982      0
  25.6      1644      3       129      0
  24.5       600      1      1311      0
  19.6       842      3      1094      0
  27.9       651      2        57      0
  25.1      1142      1       394      0
  23.6       704      2      1122      0
  27.4       590      4       161      0
  24.0      1808      4       317      0
  24.6       612      3       553      0
  20.6      1605      1       776      0
  21.8       626      3       470      0
  21.8       847      3      1419      0
  24.6      1190      3       635      0
  22.7       515      3       388      0
  21.1       646      1      1797      0
  19.8       944      3      1638      1
  23.7       930      2       335      0
  25.1       937      2       553      0
  23.9       671      3       158      0
  22.1       699      2       609      1
  21.6      1298      3       224      0
  22.9      1141      2       116      0
  25.7      1365      2       248      0
  23.3       688      1       337      0
  21.5       850      2       364      0
  23.2       862      4       637      1
  22.5      1186      3       809      0
  21.7       593      2      1943      1
  19.4       651      3      1965      0
  22.0       691      4      1731      1
  19.7      1510      3       706      1
  21.5      1154      1      1128      0
  22.2       726      3      1094      0
  21.9      1194      3       667      0
  24.8       447      2       115      0
  24.4      1095      2       625      0
  25.0       964      2       511      0
  19.7      1609      4       985      0
  24.0      1345      3       938      0
  20.4       964      3      1369      0
  20.2      2378      4       296      0
  23.9       796      1       590      0
  22.6       880      1       652      0
  24.9      1380      2       170      0
  23.6      1434      2       433      0
  22.7       590      2      1834      0
  23.4       958      1       440      1
  22.5       868      3      1534      0
  23.1       627      2       527      0
  25.5       515      1      1329      0
  19.1       495      3      2700      0
  26.9       491      3       250      0
  26.7       794      3        41      0
  22.7       848      2      1420      0
  23.8      1056      2       605      1
  23.5      1017      2       326      0
  26.3       758      1       263      0
  23.3      1462      1       741      0
  26.7       707      3       251      0
  24.8       550      3      1248      0
  22.0      2625      2       129      0
  21.7       742      1      1646      0
  19.4      1056      3      1719      0
  21.0       548      4      1284      0
  20.1      1412      3       693      0
  24.2      1095      3       711      0
  21.0       335      1      1064      1
  19.5      1384      3      1785      1
  25.5       747      3        86      0
  22.4       825      3      1949      0
  26.9       394      3       793      0
  25.8      1143      3       588      0
  24.6       455      3       488      0
  21.1       965      3       745      0
  22.1      2005      4       958      0
  23.9       948      3      1330      0
  26.2       627      2       747      0
  23.1      1113      4      1150      0
  24.1      1621      2       321      0
  24.7      1275      4       197      0
  21.3      1283      1       419      0
  25.4       795      2       806      0
  27.8       464      1        95      0
  21.6      1160      4       810      0
  21.9       711      4      1226      0
  23.4       526      2      1661      0
  22.4      1032      1       155      0
  23.2       606      3       878      0
  21.9       607      3       625      0
  24.6       479      1      1030      1
  22.1       449      3      1482      0
  25.0      1295      3       484      0
  24.1      1771      2        59      0
  23.9       784      4        48      0
  23.3       889      2       171      0
  17.4      2488      4       860      0
  22.9      1597      2       504      0
  21.3       642      2      1513      0
  22.8      1205      2      1228      0
  24.6      1656      4       298      0
  24.1       816      4        44      0
  24.3      1349      1       590      0
  25.5       921      3        42      0
  22.8       722      3       919      0
  27.4       470      2       362      0
  25.8       501      3       213      0
  21.0       756      1       199      0
  26.9      1050      4       134      0
  24.1       742      3       827      0
  23.5       595      4      1657      0
  23.9       483      1       868      0
  28.1       640      2        26      0
  21.0      1585      1       122      0
  23.3       511      1      1230      0
  22.0      1300      2       781      1
  25.1       842      2       675      0
  27.2       477      4       595      0
  21.2      1088      3      1194      0
  22.0       688      1       790      0
  26.6       731      2       283      0
  23.0       822      2       399      0
  25.6       958      3       377      0
  23.3      1622      4       424      0
  19.0       927      3       461      0
  23.7      1287      3       472      0
  20.8      1128      3      1185      0
  24.6      1190      2        30      0
  20.0       936      3       869      0
  24.2       689      4      1027      0
  24.2       951      2      1270      0
  22.4      1262      1       906      0
  25.1       715      4       800      0
  23.4       673      1      1360      0
  24.3       645      3       283      0
  25.2      1262      3       175      0
  21.9       573      3      1931      0
  24.2      1156      1       636      0
  21.7       640      1      2017      0
  20.6      1304      1       890      0
  22.4      1561      1        83      0
  23.7       793      4       799      0
  21.7       788      4       829      0
  18.6       788      3      1212      0
  22.8       782      1       725      0
  21.6      1366      2       793      0
  23.1       846      4       644      0
  22.1      1251      3      1138      0
  17.9      2396      1       622      0
  19.6       742      3      1094      0
  22.7      1260      2       722      1
  22.6       605      3      1326      0
  23.0       987      3      1136      0
  20.1      1165      1       727      0
  24.2       999      2       462      0
  24.3       525      4       833      0
  25.3       933      4       304      0
  23.7       963      2       713      0
  21.4       945      1      1800      1
  22.3      1260      1        20      0
  22.0       863      4       559      0
  19.9      1475      1       713      0
  22.2      1705      4       675      1
  21.2      1583      3      1057      0
  22.4      2011      1       332      0
  23.3       713      1       789      0
  22.4       883      2       506      1
  25.7      1037      1       186      0
  23.8       471      4      1902      0
  27.5       488      4       605      0
  21.8       871      1       634      0
  21.4      1709      3       144      0
  18.4       833      2      1480      0
  25.5       625      3       974      0
  22.8       809      2      1308      0
  24.8      1023      3       378      0
  24.3      1290      1       463      1
  25.4       589      2        76      0
  25.2       623      3       400      0
  24.2       779      2       669      0
  27.5       434      4       121      0
  21.5       776      4      1560      0
  22.3       793      2      1689      1
  21.4       973      4      1785      0
  23.9       833      1       852      0
  26.7       875      3       103      0
  22.8      2201      4       178      0
  23.3      1416      2       758      0
  24.8      1058      2       628      0
  26.1       946      4       206      0
  24.6       423      4       854      0
  24.1       833      1       586      1
  20.8      1438      2      1264      0
  25.0       635      4      1129      0
  22.0      1210      1      1406      0
  23.6       612      2       784      0
  22.7      1009      1      1743      0
  23.4       813      4       488      0
  25.0      1047      1       167      0
  23.8       600      4      1819      0
  22.6      1148      4       570      0
  24.5       933      3      1085      0
  21.1      1165      4      1274      0
  24.1       704      1       539      0
  24.4       979      2       435      0
  18.9      1615      4       725      1
  23.4       710      3      1458      0
  22.0       922      4      2035      0
  25.4       890      1       567      0
  23.3       533      1      1048      0
  24.2       380      2       741      0
  24.8      1004      1       635      0
  24.1       548      3       463      0
  22.3       688      3      1201      1
  24.5       475      4       878      1
  23.5       938      1      1029      0
  22.2       683      2       478      1
  28.0       790      1       142      0
  21.3      1397      4       926      0
  20.1      1076      1      2595      1
  23.8      1355      2       911      0
  22.1      1584      3       390      0
  22.7      1826      2       698      0
  22.1       693      1       857      0
  23.6       879      2       339      0
  24.4      1182      2       972      0
  23.0      1598      2       525      0
  21.1       404      1      2750      0
  23.8       652      2       129      0
  24.2       837      2       793      0
  21.8      1144      1       368      0
  19.6      1493      1      1042      1
  19.7      1823      2       822      1
  25.3       527      3       230      0
  25.3       733      1       301      0
  22.7       826      4       775      1
  25.6       900      4        42      0
  21.9      1186      2       442      0
  24.0      1141      1       207      0
  23.8      1614      3       670      0
  23.8      1161      1       354      0
  24.2      1184      4       125      0
  24.6       577      1       920      0
  24.1      1073      2       743      0
  22.5       624      4      1027      1
  20.7      1760      2       617      0
  27.7       644      1       324      0
  24.5      1352      4       454      0
  24.6      1250      2       461      0
  21.3       853      1       309      0
  22.9       941      3      1528      0
  27.6       569      2       314      0
  24.0       563      3       171      0
  20.4      1238      3       735      0
  24.4       949      4       463      0
  19.8      1033      2       802      0
  23.1       967      4      1138      0
  26.0      1068      4       506      0
  21.2      2386      2       381      0
  16.5      1725      1       501      1
  27.8       635      2        66      0
  21.8       766      1       650      1
  23.5       846      1       832      0
  22.7      1002      1       983      0
  21.0       581      1      1766      1
  27.0       565      2       634      0
  22.0      1246      1      1096      0
  23.4       632      3       468      0
  22.1       636      3      1263      0
  25.1      1103      4       261      0
  26.8       553      3       568      0
  25.4       666      4       722      0
  23.5      1132      4        34      0
  24.3       830      1      1115      0
  23.3       538      3       605      1
  25.3       792      4       194      0
  24.6      1026      1       692      0
  24.1       626      4       695      0
  24.0      1177      2       350      0
  24.2      1118      3       127      0
  21.3      1186      2       984      0
  23.2       881      2       944      0
  21.9       762      3      1446      0
  22.5      1226      3      1650      0
  23.4       681      4       130      0
  25.3      1078      2        25      0
  24.2       819      1       861      0
  26.4      1276      3       187      0
  24.2      1062      3       892      0
  24.4      1192      3       780      0
  23.7      1523      3       615      0
  25.1       428      1      1261      0
  22.2       960      1      1582      0
  21.7      1231      4       510      0
  22.2       938      3       910      0
  22.0       814      3        86      0
  21.5      1060      2       890      0
  22.1      1107      1      1954      0
  26.0       702      4       325      0
  25.0       792      1      1080      0
  24.3       555      3       385      0
  19.4      1298      2       458      0
  23.3       768      4       801      1
  22.4      1616      1       676      0
  26.8       608      4       569      0
  22.4       556      2      1827      0
  24.2      1166      4       224      0
  22.0       969      1      1049      0
  25.0       761      2       641      0
  20.1      1362      2       779      0
  25.1      1009      1       427      0
  26.2       665      1       576      0
  20.4      1471      2       934      0
  22.5      1395      4      1100      0
  25.4       978      4       800      0
  22.0       762      4       784      1
  19.5      2446      4        80      0
  23.1      1003      3       809      0
  24.9      1257      4       833      0
  24.4       853      1       514      1
  20.0      2698      1        19      0
  22.1       885      1      1064      0
  20.6      1543      1       891      0
  23.0       756      4       978      0
  17.6      1199      2      1065      1
  22.9      1422      2       309      0
  20.3      1193      2       302      0
  21.9      1041      1      1714      0
  24.1       505      1       489      0
  22.2       729      4       367      0
  21.4       529      4      1080      1
  23.2      1717      4       773      0
  23.0       371      1      1354      1
  22.6      1062      1       668      0
  23.6       590      3      1488      0
  26.0       964      3       464      0
  23.4      1313      1        15      0
  24.3       861      1        16      0
  23.3       719      2       215      0
  22.1      1346      2      1328      0
  23.5      1443      3       427      0
  22.8      1522      4       941      0
  20.5       698      3      2406      0
  22.4       889      1       226      0
  21.8      1157      1       835      0
  23.4       808      3      1268      0
  25.6      1100      2       477      0
  26.1       602      1       127      0
  23.9       633      1       465      0
  19.9      1465      1      1409      0
  25.1       591      2      1179      0
  24.0       911      3       918      0
  25.0       918      1       279      0
  23.5      1180      4       680      0
  23.2       753      2      1066      0
  23.2      1835      1       414      0
  21.9      1556      3       194      0
  22.9      1312      3       138      0
  23.1       929      1      1054      0
  23.6      1037      4       878      0
  25.5       748      2        29      0
  21.0      1239      2       469      0
  26.5       843      1       167      0
  23.0       763      3       370      0
  20.8       864      1      2452      0
  24.0      1043      4       390      0
  26.5       627      1       116      0
  27.0       448      4         0      0
  21.1      1322      2       847      0
  23.5      1357      1       282      0
  19.4      2088      1       122      0
  24.4       922      2        54      0
  24.5      1423      2       706      0
  20.5      1517      1       860      1
  25.7       570      4        55      0
  23.9      1475      2       519      0
  24.4      1023      3       400      0
  24.4       598      4       344      0
  23.8      1488      1       288      0
  23.5       913      4       267      0
  23.3      1460      1       594      0
  26.7       882      1       319      0
  20.7       841      1      1029      1
  22.7      1230      4      1241      0
  21.1       734      4      1043      1
  25.4       547      2       755      0
  19.8      2262      4       425      0
  20.2       765      3      2004      1
  23.8      1091      1        69      0
  20.6      1252      1       530      1
  20.1      1614      2      1413      0
  20.4      2222      3       215      0
  22.5       815      1      1396      0
  25.8       782      2       767      0
  19.3       849      4      2267      1
  24.9      1075      4       598      0
  24.0      1670      3       181      0
  25.4       764      1       430      0
  23.0       821      3      1025      0
  27.7       540      3       186      0
  24.8      1023      2       273      0
  22.3       662      2      1032      1
  26.5       883      4       127      0
  23.1       510      1      2237      0
  20.7      1049      3       787      0
  23.8      1171      4       454      0
  23.8      1667      1        59      0
  24.4      1008      2       273      0
  23.5       549      2       850      0
  21.0       960      3       977      0
  25.3      1031      3       221      0
  25.3       930      4        91      0
  20.4       862      3      1205      0
  24.8       715      4       765      0
  19.4       862      1      1141      0
